CPU	 1	 0.033325
CPU	 3	 0.033325
CPU	 5	 0.03335
CPU	 7	 0.033325
CPU	 9	 0.033325
CPU	 11	 0.03335
CPU	 13	 0.05
CPU	 15	 0.033325
CPU	 17	 0.033325
CPU	 19	 0.033325
CPU	 21	 0.05
CPU	 23	 0.05
CPU	 25	 0.033325
CPU	 27	 0.05
CPU	 29	 0.03335
CPU	 31	 0.05
CPU	 33	 0.033325
CPU	 35	 0.033325
CPU	 37	 0.05
CPU	 39	 0.05
CPU	 41	 0.05
CPU	 43	 0.033325
CPU	 45	 0.05
CPU	 47	 0.05
CPU	 49	 0.05
CPU	 51	 0.03335
CPU	 53	 0.05
CPU	 55	 0.05
CPU	 57	 0.05
CPU	 59	 0.05
CPU	 61	 0.05
CPU	 63	 0.05
CPU	 65	 0.03335
CPU	 67	 0.06665
CPU	 69	 0.05
CPU	 71	 0.033325
CPU	 73	 0.066675
CPU	 75	 0.05
CPU	 77	 0.05
CPU	 79	 0.05
CPU	 81	 0.05
CPU	 83	 0.05
CPU	 85	 0.05
CPU	 87	 0.05
CPU	 89	 0.05
CPU	 91	 0.066675
CPU	 93	 0.05
CPU	 95	 0.06665
CPU	 97	 0.05
CPU	 99	 0.05
IO	 0	 2340.57
IO	 4	 2341.47
IO	 10	 2341.42
IO	 24	 2341.63
IO	 14	 2342.05
IO	 42	 2341.97
IO	 6	 2342.97
IO	 30	 2342.47
IO	 54	 2341.73
IO	 38	 2342.43
IO	 50	 2341.97
IO	 18	 2343.57
IO	 56	 2342.28
IO	 16	 2343.67
IO	 40	 2343
IO	 28	 2343.47
IO	 2	 2344.32
IO	 48	 2343.07
IO	 8	 2344.38
IO	 64	 2342.5
IO	 44	 2343.52
IO	 20	 2344.28
IO	 22	 2344.28
IO	 98	 2340.83
IO	 46	 2343.65
IO	 26	 2344.38
IO	 34	 2344.37
IO	 74	 2342.63
IO	 32	 2344.47
IO	 12	 2345.02
IO	 78	 2342.52
IO	 84	 2342.27
IO	 52	 2343.93
IO	 86	 2342.3
IO	 62	 2343.5
IO	 80	 2342.67
IO	 92	 2341.95
IO	 36	 2344.68
IO	 60	 2343.73
IO	 58	 2343.83
IO	 66	 2343.52
IO	 68	 2343.53
IO	 90	 2342.42
IO	 70	 2343.55
IO	 82	 2343.02
IO	 94	 2342.28
IO	 76	 2343.3
IO	 96	 2342.18
IO	 88	 2342.73
IO	 72	 2343.55
