CPU	 1	 0.066675
CPU	 3	 0.066675
CPU	 5	 0.06665
CPU	 7	 0.05
CPU	 9	 0.066675
CPU	 11	 0.066675
CPU	 13	 0.083325
CPU	 15	 0.066675
CPU	 17	 0.066675
CPU	 19	 0.066675
CPU	 21	 0.06665
CPU	 23	 0.066675
CPU	 25	 0.066675
CPU	 27	 0.066675
CPU	 29	 0.066675
CPU	 31	 0.06665
CPU	 33	 0.08335
CPU	 35	 0.08335
CPU	 37	 0.08335
CPU	 39	 0.06665
CPU	 41	 0.066675
CPU	 43	 0.083325
CPU	 45	 0.083325
CPU	 47	 0.083325
CPU	 49	 0.083325
IO	 28	 5050.85
IO	 14	 5051.5
IO	 44	 5053.37
IO	 8	 5056.82
IO	 46	 5055.75
IO	 2	 5057.83
IO	 0	 5058.67
IO	 38	 5057.72
IO	 36	 5058.38
IO	 34	 5058.75
IO	 4	 5060.3
IO	 6	 5060.35
IO	 12	 5060.37
IO	 30	 5059.68
IO	 18	 5060.17
IO	 20	 5060.27
IO	 32	 5059.98
IO	 24	 5060.35
IO	 42	 5059.7
IO	 48	 5059.43
IO	 22	 5060.78
IO	 10	 5061.3
IO	 40	 5060.13
IO	 16	 5061.22
IO	 26	 5061.03
